,Year,Percentage,Country,Activities
2085,2019,0.9,IRAN,Hiking treckking
2086,2019,10.3,CANADA,Hiking treckking
2087,2019,14.4,USA,Hiking treckking
2088,2019,11.1,UNITED.KINGDOM,Hiking treckking
2089,2019,5.4,IRELAND,Hiking treckking
2090,2019,6.8,SWEDEN,Hiking treckking
2091,2019,27.4,DENMARK,Hiking treckking
2092,2019,12.4,FINLAND,Hiking treckking
2093,2019,1.8,NORWAY,Hiking treckking
2094,2019,9.1,ITALY,Hiking treckking
2095,2019,16.6,SPAIN,Hiking treckking
2096,2019,11.8,FRANCE,Hiking treckking
2097,2019,4.7,BELGIUM,Hiking treckking
2098,2019,19.3,NETHERLANDS,Hiking treckking
2099,2019,15.3,GERMANY,Hiking treckking
2100,2019,30,SWITZERLAND,Hiking treckking
2101,2019,8.4,RUSSIA,Hiking treckking
2102,2019,9.3,AUSTRALIA,Hiking treckking
2103,2019,8.5,NEW.ZEALAND,Hiking treckking
2104,2019,4.1,SOUTH.AFRICA,Hiking treckking
2105,2019,4.1,CENTRAL.ASIA,Hiking treckking
2113,2016,0.1,SINGAPORE,Mountain climbing
2114,2016,0.2,THAILAND,Mountain climbing
2115,2016,0.1,INDONESIA,Mountain climbing
2116,2016,0.1,BRUNEI,Mountain climbing
2117,2016,0.4,PHILIPPINES,Mountain climbing
2118,2016,0,VIETNAM,Mountain climbing
2119,2016,0.3,CHINA,Mountain climbing
2120,2016,0.4,JAPAN,Mountain climbing
2121,2016,0.6,SOUTH.KOREA,Mountain climbing
2122,2016,0,TAIWAN,Mountain climbing
2123,2016,0.2,INDIA,Mountain climbing
2124,2016,0,PAKISTAN,Mountain climbing
2125,2016,0,SAUDI.ARABIA,Mountain climbing
2126,2016,0,UNITED.ARAB.EMIRATES,Mountain climbing
2127,2016,0,OMAN,Mountain climbing
2128,2016,0,KUWAIT,Mountain climbing
2129,2016,0,IRAN,Mountain climbing
2130,2016,1.2,CANADA,Mountain climbing
2131,2016,0.5,USA,Mountain climbing
2132,2016,0.6,UNITED.KINGDOM,Mountain climbing
2133,2016,0,IRELAND,Mountain climbing
2134,2016,0.4,SWEDEN,Mountain climbing
2135,2016,3.6,DENMARK,Mountain climbing
2136,2016,1.9,FINLAND,Mountain climbing
2137,2016,0,NORWAY,Mountain climbing
2138,2016,1.2,ITALY,Mountain climbing
2139,2016,1.8,SPAIN,Mountain climbing
2140,2016,1.6,FRANCE,Mountain climbing
2141,2016,8.3,BELGIUM,Mountain climbing
2142,2016,2.5,NETHERLANDS,Mountain climbing
2143,2016,2,GERMANY,Mountain climbing
2144,2016,0.4,SWITZERLAND,Mountain climbing
2145,2016,0.5,RUSSIA,Mountain climbing
2146,2016,0.7,AUSTRALIA,Mountain climbing
2147,2016,0.7,NEW.ZEALAND,Mountain climbing
2148,2016,0,SOUTH.AFRICA,Mountain climbing
2149,2016,0,CENTRAL.ASIA,Mountain climbing
2157,2017,0.4,SINGAPORE,Mountain climbing
2158,2017,2.4,THAILAND,Mountain climbing
2159,2017,0.1,INDONESIA,Mountain climbing
2160,2017,0.2,BRUNEI,Mountain climbing
2161,2017,0,PHILIPPINES,Mountain climbing
2162,2017,0,VIETNAM,Mountain climbing
2163,2017,0.1,CHINA,Mountain climbing
2164,2017,0.4,JAPAN,Mountain climbing
2165,2017,0.4,SOUTH.KOREA,Mountain climbing
2166,2017,0,TAIWAN,Mountain climbing
2167,2017,0,INDIA,Mountain climbing
2168,2017,0,PAKISTAN,Mountain climbing
2169,2017,0,SAUDI.ARABIA,Mountain climbing
2170,2017,0,UNITED.ARAB.EMIRATES,Mountain climbing
2171,2017,0,OMAN,Mountain climbing
2172,2017,0,KUWAIT,Mountain climbing
2173,2017,0,IRAN,Mountain climbing
2174,2017,17.4,CANADA,Mountain climbing
2175,2017,15.5,USA,Mountain climbing
2176,2017,0.5,UNITED.KINGDOM,Mountain climbing
2177,2017,0,IRELAND,Mountain climbing
2178,2017,0,SWEDEN,Mountain climbing
2179,2017,52,DENMARK,Mountain climbing
2180,2017,1.6,FINLAND,Mountain climbing
2181,2017,0,NORWAY,Mountain climbing
2182,2017,6.5,ITALY,Mountain climbing
2183,2017,1.9,SPAIN,Mountain climbing
2184,2017,1.9,FRANCE,Mountain climbing
2185,2017,44,BELGIUM,Mountain climbing
2186,2017,2.7,NETHERLANDS,Mountain climbing
2187,2017,6.2,GERMANY,Mountain climbing
2188,2017,2.9,SWITZERLAND,Mountain climbing
2189,2017,0.7,RUSSIA,Mountain climbing
2190,2017,0.8,AUSTRALIA,Mountain climbing
2191,2017,1.8,NEW.ZEALAND,Mountain climbing
2192,2017,0,SOUTH.AFRICA,Mountain climbing
2193,2017,0,CENTRAL.ASIA,Mountain climbing
2201,2018,0.6,SINGAPORE,Mountain climbing
2202,2018,0,THAILAND,Mountain climbing
2203,2018,0.1,INDONESIA,Mountain climbing
2204,2018,0.1,BRUNEI,Mountain climbing
2205,2018,0,PHILIPPINES,Mountain climbing
2206,2018,0,VIETNAM,Mountain climbing
2207,2018,0.1,CHINA,Mountain climbing
2208,2018,0.3,JAPAN,Mountain climbing
2209,2018,0.1,SOUTH.KOREA,Mountain climbing
2210,2018,0.1,TAIWAN,Mountain climbing
2211,2018,0.3,INDIA,Mountain climbing
2212,2018,0,PAKISTAN,Mountain climbing
2213,2018,1.6,SAUDI.ARABIA,Mountain climbing
2214,2018,2.3,UNITED.ARAB.EMIRATES,Mountain climbing
2215,2018,1.2,OMAN,Mountain climbing
2216,2018,0.5,KUWAIT,Mountain climbing
2217,2018,0.2,IRAN,Mountain climbing
2218,2018,0.2,CANADA,Mountain climbing
2219,2018,1.3,USA,Mountain climbing
2220,2018,2.6,UNITED.KINGDOM,Mountain climbing
2221,2018,0.6,IRELAND,Mountain climbing
2222,2018,1.7,SWEDEN,Mountain climbing
2223,2018,25.5,DENMARK,Mountain climbing
2224,2018,0.7,FINLAND,Mountain climbing
2225,2018,0,NORWAY,Mountain climbing
2226,2018,0.4,ITALY,Mountain climbing
2227,2018,0.7,SPAIN,Mountain climbing
2228,2018,0.7,FRANCE,Mountain climbing
2229,2018,3.5,BELGIUM,Mountain climbing
2230,2018,3.3,NETHERLANDS,Mountain climbing
2231,2018,1.7,GERMANY,Mountain climbing
2232,2018,0.5,SWITZERLAND,Mountain climbing
2233,2018,0.6,RUSSIA,Mountain climbing
2234,2018,0.6,AUSTRALIA,Mountain climbing
2235,2018,1.6,NEW.ZEALAND,Mountain climbing
2236,2018,0.6,SOUTH.AFRICA,Mountain climbing
2237,2018,0.2,CENTRAL.ASIA,Mountain climbing
2245,2019,0.6,SINGAPORE,Mountain climbing
2246,2019,0,THAILAND,Mountain climbing
2247,2019,0.5,INDONESIA,Mountain climbing
2248,2019,0.2,BRUNEI,Mountain climbing
2249,2019,0,PHILIPPINES,Mountain climbing
2250,2019,1,VIETNAM,Mountain climbing
2251,2019,0,CHINA,Mountain climbing
2252,2019,1.3,JAPAN,Mountain climbing
2253,2019,0,SOUTH.KOREA,Mountain climbing
2254,2019,0.3,TAIWAN,Mountain climbing
2255,2019,0.9,INDIA,Mountain climbing
2256,2019,1.2,PAKISTAN,Mountain climbing
2257,2019,1.5,SAUDI.ARABIA,Mountain climbing
2258,2019,0,UNITED.ARAB.EMIRATES,Mountain climbing
2259,2019,0,OMAN,Mountain climbing
2260,2019,4,KUWAIT,Mountain climbing
2261,2019,0,IRAN,Mountain climbing
2262,2019,1.5,CANADA,Mountain climbing
2263,2019,1,USA,Mountain climbing
2264,2019,1.1,UNITED.KINGDOM,Mountain climbing
2265,2019,2.2,IRELAND,Mountain climbing
2266,2019,0,SWEDEN,Mountain climbing
2267,2019,0,DENMARK,Mountain climbing
2268,2019,0,FINLAND,Mountain climbing
2269,2019,0,NORWAY,Mountain climbing
2270,2019,0.9,ITALY,Mountain climbing
2271,2019,1.1,SPAIN,Mountain climbing
2272,2019,1.7,FRANCE,Mountain climbing
2273,2019,0,BELGIUM,Mountain climbing
2274,2019,0.8,NETHERLANDS,Mountain climbing
2275,2019,0.9,GERMANY,Mountain climbing
2276,2019,1.2,SWITZERLAND,Mountain climbing
2277,2019,1.9,RUSSIA,Mountain climbing
2278,2019,1.8,AUSTRALIA,Mountain climbing
2279,2019,0.7,NEW.ZEALAND,Mountain climbing
2280,2019,0,SOUTH.AFRICA,Mountain climbing
2281,2019,0,CENTRAL.ASIA,Mountain climbing
2289,2016,1.5,SINGAPORE,Sailing yachting
2290,2016,0.5,THAILAND,Sailing yachting
2291,2016,0.2,INDONESIA,Sailing yachting
2292,2016,0,BRUNEI,Sailing yachting
2293,2016,5.7,PHILIPPINES,Sailing yachting
2294,2016,0,VIETNAM,Sailing yachting
2295,2016,2.8,CHINA,Sailing yachting
2296,2016,2.3,JAPAN,Sailing yachting
2297,2016,0.6,SOUTH.KOREA,Sailing yachting
2298,2016,3,TAIWAN,Sailing yachting
2299,2016,2.8,INDIA,Sailing yachting
2300,2016,2,PAKISTAN,Sailing yachting
2301,2016,2.7,SAUDI.ARABIA,Sailing yachting
2302,2016,0,UNITED.ARAB.EMIRATES,Sailing yachting
2303,2016,0,OMAN,Sailing yachting
2304,2016,0,KUWAIT,Sailing yachting
2305,2016,0.4,IRAN,Sailing yachting
2306,2016,0.5,CANADA,Sailing yachting
2307,2016,3.2,USA,Sailing yachting
2308,2016,3.1,UNITED.KINGDOM,Sailing yachting
2309,2016,0,IRELAND,Sailing yachting
2310,2016,0.9,SWEDEN,Sailing yachting
2311,2016,6.5,DENMARK,Sailing yachting
2312,2016,2.5,FINLAND,Sailing yachting
2313,2016,3.6,NORWAY,Sailing yachting
2314,2016,4,ITALY,Sailing yachting
2315,2016,2.7,SPAIN,Sailing yachting
2316,2016,4.3,FRANCE,Sailing yachting
2317,2016,2.1,BELGIUM,Sailing yachting
2318,2016,3.8,NETHERLANDS,Sailing yachting
2319,2016,3,GERMANY,Sailing yachting
2320,2016,5.2,SWITZERLAND,Sailing yachting
2321,2016,3.2,RUSSIA,Sailing yachting
2322,2016,4,AUSTRALIA,Sailing yachting
2323,2016,4.1,NEW.ZEALAND,Sailing yachting
2324,2016,2.8,SOUTH.AFRICA,Sailing yachting
2325,2016,2.8,CENTRAL.ASIA,Sailing yachting
2333,2017,3.7,SINGAPORE,Sailing yachting
2334,2017,0.6,THAILAND,Sailing yachting
2335,2017,0.3,INDONESIA,Sailing yachting
2336,2017,0.8,BRUNEI,Sailing yachting
2337,2017,3.3,PHILIPPINES,Sailing yachting
2338,2017,0.1,VIETNAM,Sailing yachting
2339,2017,1.6,CHINA,Sailing yachting
2340,2017,0,JAPAN,Sailing yachting
2341,2017,8.4,SOUTH.KOREA,Sailing yachting
2342,2017,1.5,TAIWAN,Sailing yachting
2343,2017,2.7,INDIA,Sailing yachting
2344,2017,1.6,PAKISTAN,Sailing yachting
2345,2017,1.8,SAUDI.ARABIA,Sailing yachting
2346,2017,0,UNITED.ARAB.EMIRATES,Sailing yachting
2347,2017,0.9,OMAN,Sailing yachting
2348,2017,0,KUWAIT,Sailing yachting
2349,2017,1.6,IRAN,Sailing yachting
2350,2017,6.8,CANADA,Sailing yachting
2351,2017,4.7,USA,Sailing yachting
2352,2017,3.2,UNITED.KINGDOM,Sailing yachting
2353,2017,0,IRELAND,Sailing yachting
2354,2017,2.9,SWEDEN,Sailing yachting
2355,2017,5.9,DENMARK,Sailing yachting
2356,2017,11.1,FINLAND,Sailing yachting
2357,2017,0,NORWAY,Sailing yachting
2358,2017,18,ITALY,Sailing yachting
2359,2017,0.9,SPAIN,Sailing yachting
2360,2017,9.1,FRANCE,Sailing yachting
2361,2017,40,BELGIUM,Sailing yachting
2362,2017,2,NETHERLANDS,Sailing yachting
2363,2017,3.9,GERMANY,Sailing yachting
2364,2017,8,SWITZERLAND,Sailing yachting
2365,2017,1.4,RUSSIA,Sailing yachting
2366,2017,7.7,AUSTRALIA,Sailing yachting
2367,2017,7.3,NEW.ZEALAND,Sailing yachting
2368,2017,0,SOUTH.AFRICA,Sailing yachting
2369,2017,2.4,CENTRAL.ASIA,Sailing yachting
2377,2018,1.9,SINGAPORE,Sailing yachting
2378,2018,0.3,THAILAND,Sailing yachting
2379,2018,0.2,INDONESIA,Sailing yachting
2380,2018,1.2,BRUNEI,Sailing yachting
2381,2018,6.4,PHILIPPINES,Sailing yachting
2382,2018,0.1,VIETNAM,Sailing yachting
2383,2018,1.5,CHINA,Sailing yachting
2384,2018,1,JAPAN,Sailing yachting
2385,2018,3.2,SOUTH.KOREA,Sailing yachting
2386,2018,1.3,TAIWAN,Sailing yachting
2387,2018,1.5,INDIA,Sailing yachting
2388,2018,0.2,PAKISTAN,Sailing yachting
2389,2018,0.5,SAUDI.ARABIA,Sailing yachting
2390,2018,0,UNITED.ARAB.EMIRATES,Sailing yachting
2391,2018,1,OMAN,Sailing yachting
2392,2018,0.5,KUWAIT,Sailing yachting
2393,2018,0.4,IRAN,Sailing yachting
2394,2018,0.7,CANADA,Sailing yachting
2395,2018,6,USA,Sailing yachting
2396,2018,4.1,UNITED.KINGDOM,Sailing yachting
2397,2018,0.6,IRELAND,Sailing yachting
2398,2018,3.8,SWEDEN,Sailing yachting
2399,2018,2.6,DENMARK,Sailing yachting
2400,2018,10.3,FINLAND,Sailing yachting
2401,2018,1.5,NORWAY,Sailing yachting
2402,2018,0.6,ITALY,Sailing yachting
2403,2018,0.5,SPAIN,Sailing yachting
2404,2018,2.7,FRANCE,Sailing yachting
2405,2018,3,BELGIUM,Sailing yachting
2406,2018,2.6,NETHERLANDS,Sailing yachting
2407,2018,3.8,GERMANY,Sailing yachting
2408,2018,5.1,SWITZERLAND,Sailing yachting
2409,2018,0.4,RUSSIA,Sailing yachting
2410,2018,5.3,AUSTRALIA,Sailing yachting
2411,2018,12.1,NEW.ZEALAND,Sailing yachting
2412,2018,0.6,SOUTH.AFRICA,Sailing yachting
2413,2018,0.4,CENTRAL.ASIA,Sailing yachting
2421,2019,2.8,SINGAPORE,Sailing yachting
2422,2019,1.3,THAILAND,Sailing yachting
2423,2019,0.1,INDONESIA,Sailing yachting
2424,2019,1.8,BRUNEI,Sailing yachting
2425,2019,6,PHILIPPINES,Sailing yachting
2426,2019,0.5,VIETNAM,Sailing yachting
2427,2019,6,CHINA,Sailing yachting
2428,2019,2.3,JAPAN,Sailing yachting
2429,2019,6.9,SOUTH.KOREA,Sailing yachting
2430,2019,4.1,TAIWAN,Sailing yachting
2431,2019,1.6,INDIA,Sailing yachting
2432,2019,0,PAKISTAN,Sailing yachting
2433,2019,1.7,SAUDI.ARABIA,Sailing yachting
2434,2019,0.6,UNITED.ARAB.EMIRATES,Sailing yachting
2435,2019,0.2,OMAN,Sailing yachting
2436,2019,0.7,KUWAIT,Sailing yachting
2437,2019,0.5,IRAN,Sailing yachting
2438,2019,3.9,CANADA,Sailing yachting
2439,2019,8.6,USA,Sailing yachting
2440,2019,2.7,UNITED.KINGDOM,Sailing yachting
2441,2019,1.1,IRELAND,Sailing yachting
2442,2019,5.5,SWEDEN,Sailing yachting
2443,2019,2.1,DENMARK,Sailing yachting
2444,2019,5.7,FINLAND,Sailing yachting
2445,2019,3.6,NORWAY,Sailing yachting
2446,2019,0.7,ITALY,Sailing yachting
2447,2019,0.5,SPAIN,Sailing yachting
2448,2019,2.7,FRANCE,Sailing yachting
2449,2019,0,BELGIUM,Sailing yachting
2450,2019,1.8,NETHERLANDS,Sailing yachting
2451,2019,1.1,GERMANY,Sailing yachting
2452,2019,5.3,SWITZERLAND,Sailing yachting
2453,2019,0.8,RUSSIA,Sailing yachting
2454,2019,5.1,AUSTRALIA,Sailing yachting
2455,2019,2.1,NEW.ZEALAND,Sailing yachting
2456,2019,1.4,SOUTH.AFRICA,Sailing yachting
2457,2019,0.6,CENTRAL.ASIA,Sailing yachting
2465,2016,0.1,SINGAPORE,Cruise
2466,2016,1,THAILAND,Cruise
2467,2016,0.1,INDONESIA,Cruise
2468,2016,0,BRUNEI,Cruise
2469,2016,0,PHILIPPINES,Cruise
2470,2016,0.1,VIETNAM,Cruise
2471,2016,0.2,CHINA,Cruise
2472,2016,0,JAPAN,Cruise
2473,2016,0,SOUTH.KOREA,Cruise
2474,2016,0,TAIWAN,Cruise
2475,2016,0.8,INDIA,Cruise
2476,2016,1.3,PAKISTAN,Cruise
2477,2016,0.9,SAUDI.ARABIA,Cruise
2478,2016,0,UNITED.ARAB.EMIRATES,Cruise
2479,2016,3.1,OMAN,Cruise
2480,2016,0,KUWAIT,Cruise
2481,2016,0,IRAN,Cruise
2482,2016,0.2,CANADA,Cruise
2483,2016,0,USA,Cruise
2484,2016,0.1,UNITED.KINGDOM,Cruise
2485,2016,0,IRELAND,Cruise
2486,2016,0,SWEDEN,Cruise
2487,2016,0,DENMARK,Cruise
2488,2016,0,FINLAND,Cruise
2489,2016,0,NORWAY,Cruise
2490,2016,0.8,ITALY,Cruise
2491,2016,0.9,SPAIN,Cruise
2492,2016,0.1,FRANCE,Cruise
2493,2016,1,BELGIUM,Cruise
2494,2016,0.6,NETHERLANDS,Cruise
2495,2016,0.2,GERMANY,Cruise
2496,2016,0,SWITZERLAND,Cruise
2497,2016,0,RUSSIA,Cruise
2498,2016,0.1,AUSTRALIA,Cruise
2499,2016,0.3,NEW.ZEALAND,Cruise
2500,2016,0,SOUTH.AFRICA,Cruise
2501,2016,0,CENTRAL.ASIA,Cruise
2509,2017,0.2,SINGAPORE,Cruise
2510,2017,6.5,THAILAND,Cruise
2511,2017,0.2,INDONESIA,Cruise
2512,2017,0,BRUNEI,Cruise
2513,2017,0,PHILIPPINES,Cruise
2514,2017,4.8,VIETNAM,Cruise
2515,2017,3.4,CHINA,Cruise
2516,2017,0,JAPAN,Cruise
2517,2017,8,SOUTH.KOREA,Cruise
2518,2017,0,TAIWAN,Cruise
2519,2017,0.8,INDIA,Cruise
2520,2017,0.3,PAKISTAN,Cruise
2521,2017,0.4,SAUDI.ARABIA,Cruise
2522,2017,0,UNITED.ARAB.EMIRATES,Cruise
2523,2017,0.9,OMAN,Cruise
2524,2017,0,KUWAIT,Cruise
2525,2017,0,IRAN,Cruise
2526,2017,5.3,CANADA,Cruise
2527,2017,0.4,USA,Cruise
2528,2017,0.1,UNITED.KINGDOM,Cruise
2529,2017,0,IRELAND,Cruise
2530,2017,0,SWEDEN,Cruise
2531,2017,0,DENMARK,Cruise
2532,2017,0,FINLAND,Cruise
2533,2017,0,NORWAY,Cruise
2534,2017,25,ITALY,Cruise
2535,2017,0.5,SPAIN,Cruise
2536,2017,1.9,FRANCE,Cruise
2537,2017,0,BELGIUM,Cruise
2538,2017,7.3,NETHERLANDS,Cruise
2539,2017,0.2,GERMANY,Cruise
2540,2017,0.7,SWITZERLAND,Cruise
2541,2017,0,RUSSIA,Cruise
2542,2017,0,AUSTRALIA,Cruise
2543,2017,9.7,NEW.ZEALAND,Cruise
2544,2017,0,SOUTH.AFRICA,Cruise
2545,2017,0,CENTRAL.ASIA,Cruise
2553,2018,0.7,SINGAPORE,Cruise
2554,2018,0.1,THAILAND,Cruise
2555,2018,0,INDONESIA,Cruise
2556,2018,0.1,BRUNEI,Cruise
2557,2018,0.1,PHILIPPINES,Cruise
2558,2018,0.2,VIETNAM,Cruise
2559,2018,1.1,CHINA,Cruise
2560,2018,0,JAPAN,Cruise
2561,2018,0.4,SOUTH.KOREA,Cruise
2562,2018,1.7,TAIWAN,Cruise
2563,2018,0.5,INDIA,Cruise
2564,2018,0,PAKISTAN,Cruise
2565,2018,0.7,SAUDI.ARABIA,Cruise
2566,2018,2.3,UNITED.ARAB.EMIRATES,Cruise
2567,2018,2.4,OMAN,Cruise
2568,2018,0,KUWAIT,Cruise
2569,2018,0.9,IRAN,Cruise
2570,2018,2,CANADA,Cruise
2571,2018,1.1,USA,Cruise
2572,2018,0.8,UNITED.KINGDOM,Cruise
2573,2018,0,IRELAND,Cruise
2574,2018,2.1,SWEDEN,Cruise
2575,2018,2.6,DENMARK,Cruise
2576,2018,0,FINLAND,Cruise
2577,2018,2.3,NORWAY,Cruise
2578,2018,0.2,ITALY,Cruise
2579,2018,0,SPAIN,Cruise
2580,2018,0.7,FRANCE,Cruise
2581,2018,0,BELGIUM,Cruise
2582,2018,2,NETHERLANDS,Cruise
2583,2018,1.1,GERMANY,Cruise
2584,2018,1.5,SWITZERLAND,Cruise
2585,2018,0,RUSSIA,Cruise
2586,2018,1,AUSTRALIA,Cruise
2587,2018,0.8,NEW.ZEALAND,Cruise
2588,2018,1.3,SOUTH.AFRICA,Cruise
2589,2018,0.4,CENTRAL.ASIA,Cruise
2597,2019,0.4,SINGAPORE,Cruise
2598,2019,0.5,THAILAND,Cruise
2599,2019,0.5,INDONESIA,Cruise
2600,2019,0.3,BRUNEI,Cruise
2601,2019,0.7,PHILIPPINES,Cruise
2602,2019,0.5,VIETNAM,Cruise
2603,2019,1.1,CHINA,Cruise
2604,2019,1.9,JAPAN,Cruise
2605,2019,1.3,SOUTH.KOREA,Cruise
2606,2019,1,TAIWAN,Cruise
2607,2019,1.3,INDIA,Cruise
2608,2019,1.4,PAKISTAN,Cruise
2609,2019,1.1,SAUDI.ARABIA,Cruise
2610,2019,0,UNITED.ARAB.EMIRATES,Cruise
2611,2019,0.2,OMAN,Cruise
2612,2019,0.7,KUWAIT,Cruise
2613,2019,4.7,IRAN,Cruise
2614,2019,0.5,CANADA,Cruise
2615,2019,0.9,USA,Cruise
2616,2019,0.7,UNITED.KINGDOM,Cruise
2617,2019,0,IRELAND,Cruise
2618,2019,0.7,SWEDEN,Cruise
2619,2019,0,DENMARK,Cruise
2620,2019,0,FINLAND,Cruise
2621,2019,0,NORWAY,Cruise
2622,2019,0.9,ITALY,Cruise
2623,2019,1.1,SPAIN,Cruise
2624,2019,0.1,FRANCE,Cruise
2625,2019,0.6,BELGIUM,Cruise
2626,2019,1.3,NETHERLANDS,Cruise
2627,2019,0.2,GERMANY,Cruise
2628,2019,3.5,SWITZERLAND,Cruise
2629,2019,0.8,RUSSIA,Cruise
2630,2019,0.6,AUSTRALIA,Cruise
2631,2019,2.8,NEW.ZEALAND,Cruise
2632,2019,0,SOUTH.AFRICA,Cruise
2633,2019,0,CENTRAL.ASIA,Cruise
